epsilon,prior0,post0,log_bf10,method,post0_mcse,delta_true,N,order,replicate
0.27,0.014410518447124489,0.014352324802879426,0.00404645139865593,logspline,NA,2,20,d1,1
0.28,0.015485910783729663,0.01579571252867132,-0.019807915407606545,logspline,NA,2,20,d1,1
0.29000000000000004,0.016598675675494858,0.017286604461531352,-0.04060897939463406,logspline,NA,2,20,d1,1
0.3,0.0177486312616835,0.018820682643511562,-0.05864800480669886,logspline,NA,2,20,d1,1
0.31,0.01893558995257648,0.0203946003861613,-0.07422696126872366,logspline,NA,2,20,d1,1
0.32,0.020159358494415504,0.022006154547587337,-0.08765354441467514,logspline,NA,2,20,d1,1
0.33,0.02141973803613276,0.02365442670287591,-0.09923743794766836,logspline,NA,2,20,d1,1
0.34,0.022716524197827857,0.02533952765515546,-0.10927293653423531,logspline,NA,2,20,d1,1
0.35000000000000003,0.024049507140952067,0.027061772459161037,-0.11800761843310606,logspline,NA,2,20,d1,1
0.36000000000000004,0.025418471640159288,0.028821464852588897,-0.12564427727136743,logspline,NA,2,20,d1,1
0.37,0.026823197156782008,0.03061889554620896,-0.13235024121028624,logspline,NA,2,20,d1,1
0.38,0.028263457913890164,0.032454341845667485,-0.13826450480978128,logspline,NA,2,20,d1,1
0.39,0.029739022972889554,0.03432806728333425,-0.14350321949837128,logspline,NA,2,20,d1,1
0.4,0.031249656311616327,0.0362403212607547,-0.14816396785294422,logspline,NA,2,20,d1,1
0.41000000000000003,0.032795116903882975,0.038191338702253094,-0.1523291249355112,logspline,NA,2,20,d1,1
0.42000000000000004,0.03437515880043071,0.04018133972021708,-0.15606852616806347,logspline,NA,2,20,d1,1
0.43,0.03598953121124275,0.04221052929257768,-0.15944160274450483,logspline,NA,2,20,d1,1
0.44,0.03763797858917225,0.0442790969529811,-0.16249910413618693,logspline,NA,2,20,d1,1
0.45,0.039320240714838,0.046387216494129635,-0.16528449747703783,logspline,NA,2,20,d1,1
0.46,0.04103605278274106,0.048535045684750436,-0.16783511195892042,logspline,NA,2,20,d1,1
0.47000000000000003,0.04278514548855433,0.05072272600062943,-0.1701830804326208,logspline,NA,2,20,d1,1
0.48000000000000004,0.04456724511753742,0.05295038237012701,-0.1723561185579711,logspline,NA,2,20,d1,1
0.49,0.04638207363402804,0.055218122934569895,-0.1743781729439755,logspline,NA,2,20,d1,1
0.5,0.048229348771961625,0.057526038823890756,-0.17626996297059008,logspline,NA,2,20,d1,1
0.51,0.05010878412636994,0.059874203947863504,-0.17804943582302876,logspline,NA,2,20,d1,1
0.52,0.0520200892458096,0.06226267480325825,-0.17973215029141668,logspline,NA,2,20,d1,1
0.53,0.05396296972567096,0.0646914902972151,-0.18133160179909485,logspline,NA,2,20,d1,1
0.54,0.05593712730231813,0.06716067158711048,-0.18285949870639648,logspline,NA,2,20,d1,1
0.55,0.05794225994800989,0.06967022193716402,-0.18432599803409377,logspline,NA,2,20,d1,1
0.56,0.059978061966552254,0.07222012659200852,-0.18573990724319972,logspline,NA,2,20,d1,1
0.5700000000000001,0.062044224089632505,0.07481035266741715,-0.18710885750631615,logspline,NA,2,20,d1,1
0.5800000000000001,0.06414043357378507,0.07744084905835782,-0.18843945294276693,logspline,NA,2,20,d1,1
0.59,0.06626637429793909,0.08011154636451516,-0.1897373995138189,logspline,NA,2,20,d1,1
0.6,0.06842172686149867,0.08282235683339509,-0.19100761664598298,logspline,NA,2,20,d1,1
0.61,0.07060616868290497,0.08557317432109796,-0.19225433413913315,logspline,NA,2,20,d1,1
0.62,0.07281937409863198,0.08836387427082096,-0.19348117649830265,logspline,NA,2,20,d1,1
0.63,0.07506101446256554,0.09119431370912037,-0.19469123648496647,logspline,NA,2,20,d1,1
0.64,0.07733075824571704,0.09406433125993971,-0.19588713940086572,logspline,NA,2,20,d1,1
0.65,0.07962827113622288,0.09697374717637999,-0.19707109938341372,logspline,NA,2,20,d1,1
0.66,0.08195321613958066,0.0999223633901637,-0.19824496879736211,logspline,NA,2,20,d1,1
0.67,0.08430525367907445,0.10290996357871418,-0.19941028164534277,logspline,NA,2,20,d1,1
0.68,0.0866840416963404,0.10593631324974989,-0.20056829178439392,logspline,NA,2,20,d1,1
